Daily Date,M6888_Rain_inpd,OH515_EPT_mmpd,TA613_AIRT_MIN_C,TA613_AIRT_Max_C
7/15/2006,0,,,
7/16/2006,0.12,,,
7/17/2006,0.14,,,
7/18/2006,0,,,
7/19/2006,0,,,
7/20/2006,1.9,,,
7/21/2006,0.84,,,
7/22/2006,0.71,,,
7/23/2006,0,,,
7/24/2006,0.12,,,
7/25/2006,0,,,
7/26/2006,0,,,
7/27/2006,0,,,
7/28/2006,0,,,
7/29/2006,0.01,,,
7/30/2006,0,,,
7/31/2006,0,,,
8/1/2006,0,,,
8/2/2006,0,,,
8/3/2006,0,,,
8/4/2006,0.47,,,
8/5/2006,0.07,,,
8/6/2006,0.17,,,
8/7/2006,0.05,,,
8/8/2006,0.69,,,
8/9/2006,0,,,
8/10/2006,0,,,
8/11/2006,0,,,
8/12/2006,0,,,
8/13/2006,0,,,
8/14/2006,0,,,
8/15/2006,1.17,,,
8/16/2006,0,,,
8/17/2006,0,,,
8/18/2006,0.04,,,
8/19/2006,0.34,,,
8/20/2006,1.75,,,
8/21/2006,0.92,,,
8/22/2006,0.14,,,
8/23/2006,0,,,
8/24/2006,0.01,,,
8/25/2006,0,,,
8/26/2006,0,,,
8/27/2006,0.12,,,
8/28/2006,0,,,
8/29/2006,0.84,,,
8/30/2006,0.39,,,
8/31/2006,0.05,,,
9/1/2006,0,,,
9/2/2006,0.94,,,
9/3/2006,0.81,,,
9/4/2006,0.79,,,
9/5/2006,0.1,,,
9/6/2006,0,,,
9/7/2006,0.09,,,
9/8/2006,0.01,,,
9/9/2006,0,,,
9/10/2006,0.37,,,
9/11/2006,0.44,,,
9/12/2006,0,,,
9/13/2006,0.89,,,
9/14/2006,0.39,,,
9/15/2006,0.39,,,
9/16/2006,0.15,,,
9/17/2006,0,,,
9/18/2006,0,,,
9/19/2006,0.22,,,
9/20/2006,0.11,,,
9/21/2006,0,,,
9/22/2006,0.42,,,
9/23/2006,0,,,
9/24/2006,0,,,
9/25/2006,0,,,
9/26/2006,0,,,
9/27/2006,0,,,
9/28/2006,0,,,
9/29/2006,0,,,
9/30/2006,0,,,
10/1/2006,0,,,
10/2/2006,0,,,
10/3/2006,0,,,
10/4/2006,0,,,
10/5/2006,0,,,
10/6/2006,0,,,
10/7/2006,0,,,
10/8/2006,0,,,
10/9/2006,0,,,
10/10/2006,0,,,
10/11/2006,0,,,
10/12/2006,0,,,
10/13/2006,0,,,
10/14/2006,0,,,
10/15/2006,0,,,
10/16/2006,0,,,
10/17/2006,0,,,
10/18/2006,0,,,
10/19/2006,0,,,
10/20/2006,0,,,
10/21/2006,0,,,
10/22/2006,0,,,
10/23/2006,0,,,
10/24/2006,0,,,
10/25/2006,0,,,
10/26/2006,0,,,
10/27/2006,0,,,
10/28/2006,0.33,,,
10/29/2006,0,,,
10/30/2006,0,,,
10/31/2006,0.01,,,
11/1/2006,0,,,
11/2/2006,0.17,,,
11/3/2006,0,,,
11/4/2006,0,,,
11/5/2006,0,,,
11/6/2006,0.01,,,
11/7/2006,0,,,
11/8/2006,0.01,,,
11/9/2006,0,,,
11/10/2006,0,,,
11/11/2006,0,,,
11/12/2006,0,,,
11/13/2006,0,,,
11/14/2006,0,,,
11/15/2006,0,,,
11/16/2006,0.19,,,
11/17/2006,0,,,
11/18/2006,0,,,
11/19/2006,0,,,
11/20/2006,0,,,
11/21/2006,0,,,
11/22/2006,0,,,
11/23/2006,0,,,
11/24/2006,0,,,
11/25/2006,0,,,
11/26/2006,0.06,,,
11/27/2006,0.01,,,
11/28/2006,0,,,
11/29/2006,0,,,
11/30/2006,0.01,,,
12/1/2006,0,,,
12/2/2006,0,,,
12/3/2006,0,,,
12/4/2006,0,,,
12/5/2006,0,,,
12/6/2006,0,,,
12/7/2006,0,,,
12/8/2006,0,,,
12/9/2006,0,,,
12/10/2006,0,,,
12/11/2006,0,,,
12/12/2006,0,,,
12/13/2006,0,,,
12/14/2006,0.44,,,
12/15/2006,0.07,,,
12/16/2006,0.22,,,
12/17/2006,0.08,,,
12/18/2006,0,,,
12/19/2006,0,,,
12/20/2006,0,,,
12/21/2006,0,,,
12/22/2006,0,,,
12/23/2006,,,,
12/24/2006,,,,
12/25/2006,,,,
12/26/2006,,,,
12/27/2006,,,,
12/28/2006,,,,
12/29/2006,,,,
12/30/2006,,,,
12/31/2006,,,,
1/1/2007,,,,
1/2/2007,,,,
1/3/2007,,,,
1/4/2007,,,,
1/5/2007,,,,
1/6/2007,,,,
1/7/2007,,,,
1/8/2007,,,,
1/9/2007,,,,
1/10/2007,,,,
1/11/2007,,,,
1/12/2007,,,,
1/13/2007,,,,
1/14/2007,,,,
1/15/2007,,,,
1/16/2007,,,,
1/17/2007,,,,
1/18/2007,,,,
1/19/2007,,,,
1/20/2007,,,,
1/21/2007,,,,
1/22/2007,,,,
1/23/2007,,,,
1/24/2007,,,,
1/25/2007,,,,
1/26/2007,,,,
1/27/2007,,,,
1/28/2007,,,,
1/29/2007,,,,
1/30/2007,,,,
1/31/2007,,,,
2/1/2007,,,,
2/2/2007,,,,
2/3/2007,,,,
2/4/2007,,,,
2/5/2007,,,,
2/6/2007,,,,
2/7/2007,,,,
2/8/2007,,,,
2/9/2007,,,,
2/10/2007,0,,,
2/11/2007,0,,,
2/12/2007,0,,,
2/13/2007,0,,,
2/14/2007,0,,,
2/15/2007,0.03,,,
2/16/2007,0.05,,,
2/17/2007,0,,,
2/18/2007,0.01,,,
2/19/2007,0,,,
2/20/2007,0,,,
2/21/2007,0,,,
2/22/2007,0,,,
2/23/2007,0,,,
2/24/2007,0,,,
2/25/2007,0,,,
2/26/2007,0.01,,,
2/27/2007,0.43,,,
2/28/2007,0.8,,,
3/1/2007,0.01,,,
3/2/2007,0,,,
3/3/2007,0,,,
3/4/2007,0,,,
3/5/2007,0,,14.26,23.13
3/6/2007,0,,11.02,23.96
3/7/2007,0,,13.24,25.02
3/8/2007,0,,14.92,26.29
3/9/2007,0,,16.3,26.36
3/10/2007,0,,16.52,28.35
3/11/2007,0,,16.82,27.58
3/12/2007,0,,16.87,26.5
3/13/2007,0,,16.84,26.26
3/14/2007,0,,18.21,25.66
3/15/2007,0,,19.4,27.02
3/16/2007,0.01,,18.75,27.83
3/17/2007,0,,14.11,23.98
3/18/2007,0,,9.95,23.84
3/19/2007,0,,11.55,24.98
3/20/2007,0.12,,14.77,23.32
3/21/2007,0.01,,14.79,25.48
3/22/2007,0.52,,17.25,23.53
3/23/2007,0.02,,18.49,27.63
3/24/2007,0.01,,18.51,27.1
3/25/2007,0.01,,17.96,26.43
3/26/2007,0.03,,17.16,26.86
3/27/2007,0,,18.14,26.37
3/28/2007,0,,15.87,27.86
3/29/2007,0,,17.03,26.85
3/30/2007,0,,18.46,27.43
3/31/2007,0,,17.94,25.79
4/1/2007,0,,16.9,27.1
4/2/2007,0,,19.51,27.81
4/3/2007,0,,16.96,28.62
4/4/2007,0,,17.48,28.95
4/5/2007,0.09,,19.86,28.44
4/6/2007,0,,15.38,26.91
4/7/2007,0,,11.83,25.42
4/8/2007,0,,10.11,26.02
4/9/2007,0,,14.98,27.78
4/10/2007,0.92,,19.69,30.43
4/11/2007,0.81,,19.78,28.83
4/12/2007,0.53,,20.78,29.66
4/13/2007,0,,20.58,31.78
4/14/2007,0,,21.78,29.9
4/15/2007,0.28,,16.45,28.43
4/16/2007,0,,11.41,22.98
4/17/2007,0,,11.49,28.66
4/18/2007,0,,14.59,26.1
4/19/2007,0,,18.24,27.61
4/20/2007,0,,16.51,28.74
4/21/2007,0,,17.1,26.98
4/22/2007,0,,17.02,26.03
4/23/2007,0,,14.97,26.4
4/24/2007,0,,16.34,27.82
4/25/2007,0,,18.03,28.34
4/26/2007,0,,19.69,29.41
4/27/2007,1.99,4.13,19.96,30.89
4/28/2007,0.19,4.92,21.08,31.68
4/29/2007,0.61,5.01,17.36,31.61
4/30/2007,0,5.03,20.52,29.89
5/1/2007,0,5.57,16.59,29.47
5/2/2007,0.31,5.01,17.55,30.85
5/3/2007,0,3.89,20.56,30.29
5/4/2007,0,5.57,19.77,33.1
5/5/2007,0,4.41,20.42,31.89
5/6/2007,0.42,4.9,19.08,31.89
5/7/2007,0,5.55,16.2,25.89
5/8/2007,0,5.61,14.38,27.04
5/9/2007,0,5.31,16.68,27.53
5/10/2007,0,5.51,17.42,28.48
5/11/2007,0,3.78,19.3,28.83
5/12/2007,0,4.49,19.79,30.32
5/13/2007,0,5.16,20.43,30.93
5/14/2007,0.31,2.75,19.12,30.19
5/15/2007,0,2.75,19.57,28.98
5/16/2007,0,4.5,20.32,28.52
5/17/2007,0,5.63,19.74,31.09
5/18/2007,0,4.86,20.34,31.03
5/19/2007,0,4.73,18.98,30.77
5/20/2007,0,5.14,19.26,29.31
5/21/2007,0,5.48,18.45,29.64
5/22/2007,0,4.99,19.81,29.03
5/23/2007,0,5.48,19.29,28.6
5/24/2007,0,4.39,17.34,27.97
5/25/2007,0,4.65,19.01,28.53
5/26/2007,0.05,3.21,17.93,26.95
5/27/2007,0,4.41,17.91,28.37
5/28/2007,0,5.18,18.37,30.09
5/29/2007,0,4.75,18.18,29.09
5/30/2007,0,4.43,18.26,29.68
5/31/2007,0,2.58,21.04,28.15
6/1/2007,2.9,1.07,20.81,25.36
6/2/2007,0.31,3.68,23.46,28.75
6/3/2007,0,5.85,22.07,30.72
6/4/2007,0,6.04,20.83,30.86
6/5/2007,0,4.39,22.7,31.65
6/6/2007,0.68,1.25,22.73,28.85
6/7/2007,0.16,3.25,22.76,31.11
6/8/2007,0.12,3.07,21.25,30.92
6/9/2007,0,5.31,21.36,31.08
6/10/2007,0,5.61,21.57,33.01
6/11/2007,0,5.7,23.29,34.24
6/12/2007,0.07,4.56,23.31,31.85
6/13/2007,0.06,4.24,21.35,30.67
6/14/2007,0.07,4.41,20.84,30.95
6/15/2007,0.44,3.21,22.49,30.19
6/16/2007,2.34,3.55,22.7,31.52
6/17/2007,0.24,2.22,23.52,29.65
6/18/2007,0.14,4.21,23.23,32.69
6/19/2007,0,5.33,22.59,32.7
6/20/2007,0,5.59,23.43,33.37
6/21/2007,0,4.93,25.47,31.75
6/22/2007,0,5.48,24.92,31.96
6/23/2007,0,5.51,23.92,32.94
6/24/2007,0,4.9,24.52,34.13
6/25/2007,0,5.2,24.04,34.02
6/26/2007,0,4,22.84,32.18
6/27/2007,0,4.26,23.55,31.19
6/28/2007,0,3.42,23.47,30.24
6/29/2007,1.34,3.38,23.71,31.88
6/30/2007,0,5.1,24.34,32.26
7/1/2007,0.69,3.78,24.77,31.93
7/2/2007,0.04,3.21,23.51,31.12
7/3/2007,1.33,4.71,23.23,33.6
7/4/2007,0.12,2.9,23.43,30.94
7/5/2007,0,2.9,24.17,30.52
7/6/2007,0.02,3.35,24.94,32
7/7/2007,0.1,3.55,24.89,33.23
7/8/2007,0.06,4.24,25.02,32.25
7/9/2007,0,5.12,25.44,32.83
7/10/2007,0,5.21,25.9,33.88
7/11/2007,0,4.77,25.19,34.18
7/12/2007,0,4.71,24.68,33.53
7/13/2007,0.3,4.15,25.46,32.91
7/14/2007,0.08,4.43,24.64,33.81
7/15/2007,1.97,4.22,23.59,33.29
7/16/2007,0.61,3.1,23.5,31.72
7/17/2007,0,4.71,25.09,34.13
7/18/2007,0,5.21,24.81,34.34
7/19/2007,0,4.49,25.56,32.78
7/20/2007,0,5.36,24.83,33.74
7/21/2007,0,5.18,25.02,32.12
7/22/2007,1.04,3.29,22.63,30.98
7/23/2007,0.06,3.51,23.99,31.29
7/24/2007,0.04,3.51,23.75,32.24
7/25/2007,0.13,3.21,24.37,32.19
7/26/2007,0.02,4.28,24.27,34.2
7/27/2007,0.37,3.42,23.84,32.88
7/28/2007,0,5.5,24.11,32.83
7/29/2007,1.05,3.51,23.29,32.16
7/30/2007,0,5.4,25.37,32.26
7/31/2007,0.03,4.64,25.16,31.75
8/1/2007,0.72,2.84,24.08,30.01
8/2/2007,0,5.5,24.61,33.61
8/3/2007,0.32,5.23,23.85,34.53
8/4/2007,0,5.18,24.45,35
8/5/2007,0,5.38,26.06,34.96
8/6/2007,0.01,3.55,25.54,32.58
8/7/2007,0.03,5.29,24.49,34.71
8/8/2007,0,3.53,25.36,32.85
8/9/2007,0,4.69,25.83,34.21
8/10/2007,1.35,3.14,24.39,31.13
8/11/2007,0.05,4.13,25.34,32.4
8/12/2007,0.05,3.48,24.91,32.04
8/13/2007,0.12,3.61,25.54,33.02
8/14/2007,0.37,2.62,24.33,31.08
8/15/2007,0,4.17,24.7,33.5
8/16/2007,0.24,4.09,24.88,32.4
8/17/2007,0.02,4.92,24.24,32.69
8/18/2007,0.01,4.6,24.79,32.69
8/19/2007,0,4.95,25.37,33.52
8/20/2007,0,4.99,26.33,32.96
8/21/2007,0,4.45,25.95,33.15
8/22/2007,0,4.73,25.54,33.35
8/23/2007,0,4.11,25.52,32.96
8/24/2007,0.44,3.7,23.7,32.62
8/25/2007,0.11,2.34,24.44,32.2
8/26/2007,0,4.39,24.15,34.02
8/27/2007,0,5.25,25.46,33.93
8/28/2007,0,4.93,25.34,33.79
8/29/2007,0.03,3.85,25.66,33.07
8/30/2007,0,4.78,25.58,33.3
8/31/2007,0,4.75,25.01,34.37
9/1/2007,0,5.12,24.6,34.13
9/2/2007,0.17,3.83,24.97,33.63
9/3/2007,0,4.32,24.01,33.74
9/4/2007,0,4.6,25.06,33.83
9/5/2007,0.18,3.57,24.93,32.65
9/6/2007,0.01,4.49,24.56,33
9/7/2007,0,4.65,24.82,32.93
9/8/2007,0.59,4.35,23.5,33.66
9/9/2007,0.14,3.38,22.3,30.36
9/10/2007,0,2.82,23.81,32.26
9/11/2007,0,5.1,24.61,33.86
9/12/2007,0.04,2.26,24.16,31.78
9/13/2007,0,4.06,23.89,33.68
9/14/2007,0.34,3.14,23.78,31.8
9/15/2007,0.01,4.41,24.92,33.35
9/16/2007,0.09,2.88,25.38,32.28
9/17/2007,0.1,3.72,24.96,32.21
9/18/2007,0,4.28,23.59,31.06
9/19/2007,0,4.07,22.47,32.08
9/20/2007,0.01,3.91,23.78,31.94
9/21/2007,0.75,3.35,23.64,32.07
9/22/2007,0.65,3.5,23.35,32.36
9/23/2007,0.02,2.36,24.63,29.97
9/24/2007,0.63,1.89,22.99,29.66
9/25/2007,0.2,1.74,23.13,30.08
9/26/2007,0,2.37,23.18,26.26
9/27/2007,0,4.41,22.62,31.21
9/28/2007,0,4.41,24.47,32.82
9/29/2007,0,4.49,24.5,31.54
9/30/2007,0.61,3.51,21.82,28.74
10/1/2007,0.35,0.62,22.79,26.86
10/2/2007,0.02,3.27,22.99,31.34
10/3/2007,0,3.74,24.75,32.58
10/4/2007,0,3.5,25.37,32.72
10/5/2007,0.01,3.1,25.4,31.79
10/6/2007,0.15,3.57,25.71,31.33
10/7/2007,0.01,3.64,25.51,31.93
10/8/2007,0,4.45,25.46,30.85
10/9/2007,0,4.13,23.93,31.39
10/10/2007,0.01,3.29,24.34,30.01
10/11/2007,0,4.22,24.36,31.82
10/12/2007,0,4.43,24.23,30.71
10/13/2007,0.24,2.6,23.5,29.51
10/14/2007,0,2.78,23.31,28.76
10/15/2007,0,2.93,24.02,29.23
10/16/2007,0,3.23,24,31.16
10/17/2007,0,3.33,23.59,31.52
10/18/2007,0,3.85,24.55,32.94
10/19/2007,0.06,2.93,25.05,31.31
10/20/2007,1.56,1.91,23.16,29.3
10/21/2007,0,2.73,24.41,31.29
10/22/2007,0,3.85,24.84,31.46
10/23/2007,0,3.93,24.59,31.47
10/24/2007,0.7,2,23.51,29.9
10/25/2007,0.13,2.26,20.89,26.01
10/26/2007,0.11,0.86,21.07,25.35
10/27/2007,0.01,2.84,23.07,30.47
10/28/2007,0.21,3.12,22.5,29.78
10/29/2007,0.05,2.69,22.6,29.34
10/30/2007,0.01,3.36,22.73,29.28
10/31/2007,0.58,1.98,23.79,27.52
11/1/2007,0.05,3.08,23.44,28.86
11/2/2007,0,3.08,21.63,28.5
11/3/2007,0,3.76,18.69,26.47
11/4/2007,0,3.98,16.92,25.27
11/5/2007,0,3.94,16.38,26.5
11/6/2007,0,3.85,17.71,27.19
11/7/2007,0,3.87,16.7,25.78
11/8/2007,0,3.33,14.58,24.55
11/9/2007,0,3.79,16.13,25.04
11/10/2007,0,3.79,15.87,25.56
11/11/2007,0,3.64,15.88,26.6
11/12/2007,0,3.36,17.8,27.03
11/13/2007,0,2.84,18.27,26.81
11/14/2007,0,3.36,18.43,26.67
11/15/2007,0,3.61,18.69,27.58
11/16/2007,0,3.83,12.42,21.39
11/17/2007,0,3.53,13.15,24.43
11/18/2007,0,3.35,17.02,26.48
11/19/2007,0,2.37,18.21,25.49
11/20/2007,0,3.4,17.87,26.71
11/21/2007,0,3.57,17.88,26.82
11/22/2007,0,2.75,19.03,27.37
11/23/2007,0,2.58,18.9,27.19
11/24/2007,0.08,1.53,19.39,25.31
11/25/2007,0,2.99,19.97,28.06
11/26/2007,0.03,1.89,20.41,27.31
11/27/2007,0,1.89,20.95,28.45
11/28/2007,0,2.65,22.16,28.5
11/29/2007,0,3.12,21.35,28.91
11/30/2007,0,3.21,21.14,28.79
12/1/2007,0,3.07,20.68,28.12
12/2/2007,0,3.1,20.82,28.15
12/3/2007,0,3.1,19.6,28.65
12/4/2007,0,2.8,16.58,26.28
12/5/2007,0,3.07,13.24,24.44
12/6/2007,0.05,3.18,19.21,26.29
12/7/2007,0,2.82,19.06,28.16
12/8/2007,0,3.21,19.76,28.2
12/9/2007,0.05,3.12,19.85,27.49
12/10/2007,0,2.88,19.99,27.46
12/11/2007,0,3.18,19.65,27.67
12/12/2007,0,3.18,19.85,27.75
12/13/2007,0,2.07,20.27,27.66
12/14/2007,0.06,1.53,22.01,28.31
12/15/2007,0,2.43,22.5,27.99
12/16/2007,0.02,1.2,14.68,26.26
12/17/2007,0,3.48,9.69,17.46
12/18/2007,0,3.08,9.38,22.93
12/19/2007,0,3.16,14.33,24.46
12/20/2007,0,2.71,14.81,25.55
12/21/2007,0.02,2.26,16.82,26.58
12/22/2007,0,3.33,14.13,25.73
12/23/2007,0,3.16,16.39,27.21
12/24/2007,0,3.2,18.02,26.76
12/25/2007,0,1.83,18.53,24.81
12/26/2007,0,3.23,18.15,26.99
12/27/2007,0,3.23,17.92,28.39
12/28/2007,0,2.86,18.77,28.06
12/29/2007,0,3.07,20.16,28.48
12/30/2007,0,2.78,20.71,27.65
12/31/2007,0,3.29,20.39,29.64
1/1/2008,0,2.36,18.05,26.5
1/2/2008,0,3.53,5.21,18.05
1/3/2008,0,2.88,1.52,13.62
1/4/2008,0,2.73,8.39,19.76
1/5/2008,0.09,1.7,12.39,21.08
1/6/2008,0,3.1,15.36,24.88
1/7/2008,0,2.82,15.94,26.03
1/8/2008,0,3.35,16.68,25.78
1/9/2008,0,2.97,16.08,26.6
1/10/2008,0,3.25,16.63,26.38
1/11/2008,0.19,2.15,17.77,25.95
1/12/2008,0.02,2.07,18.4,26.68
1/13/2008,0.01,2.02,19.57,26.85
1/14/2008,0,2.86,14.05,22.1
1/15/2008,0,2.22,11.02,20.36
1/16/2008,0,2.5,11.97,23.35
1/17/2008,0,2.09,19.85,25.99
1/18/2008,0,3.14,20.4,28.86
1/19/2008,0.01,3.23,19.4,28.4
1/20/2008,0.26,1.01,12.71,22.6
1/21/2008,0,2.3,13.09,23.11
1/22/2008,0,1.91,18.06,25.05
1/23/2008,0,2.49,18.41,27.59
1/24/2008,0.01,3.07,17.16,26.39
1/25/2008,0,3.33,14.58,22.79
1/26/2008,0,3.42,14.33,25.27
1/27/2008,0.01,3.01,11.8,22.46
1/28/2008,0,4.04,7.77,20.63
1/29/2008,0,3.63,12.17,23.54
1/30/2008,0,3.68,16.37,26.08
1/31/2008,0,3.57,16.67,25.55
2/1/2008,0,3.07,17.32,27.62
2/2/2008,0,3.38,19.23,26.82
2/3/2008,0,3.36,17.59,27.29
2/4/2008,0,3.83,19.94,27.81
2/5/2008,0,3.83,19.55,27.14
2/6/2008,0,3.35,20.35,27.71
2/7/2008,0,3.35,20.33,28.65
2/8/2008,0,3.64,20.22,29.21
2/9/2008,0,2.93,20.75,27.43
2/10/2008,0,3.33,16.32,26.16
2/11/2008,0,4.21,13.19,23.52
2/12/2008,0.59,0.99,18.06,24.8
2/13/2008,3.71,0.88,18.35,22.77
2/14/2008,0,4.43,12.8,22.31
2/15/2008,0,4.3,15.06,26.4
2/16/2008,0,4.06,18.13,27.07
2/17/2008,0,3.33,19.81,27.37
2/18/2008,0,4.13,21.47,28.34
2/19/2008,0.02,1.46,18.69,23
2/20/2008,0,2.82,16.87,24.34
2/21/2008,0.16,2.54,19.81,26.33
2/22/2008,0,3.5,21.08,28.85
2/23/2008,0,4.17,21.97,29.25
2/24/2008,0,3.93,21.28,29.22
2/25/2008,0,4.04,21.39,28.73
2/26/2008,0,2.95,20.57,28.53
2/27/2008,0.01,1.81,11.1,23.41
2/28/2008,0,4.82,7.87,17.88
2/29/2008,0,4.17,10.93,23.7
3/1/2008,0,4.5,14.42,25.49
3/2/2008,0,4.75,16.74,25.02
3/3/2008,0,4.47,17.55,28.06
3/4/2008,0,3.48,20.33,28.13
3/5/2008,0.29,3.29,21.92,28.13
3/6/2008,0,2.9,20.76,28.73
3/7/2008,0,3.61,22.15,28.83
3/8/2008,0.3,3.96,12.58,25.04
3/9/2008,0,3.94,9.28,22.72
3/10/2008,0,3.68,15.46,25.11
3/11/2008,0,2.34,18.78,25.13
3/12/2008,0,3.89,17.91,26.56
3/13/2008,0,5.25,14.67,25.81
3/14/2008,0,3.63,15.64,27.52
3/15/2008,0,4.97,19.23,29.22
3/16/2008,0,4.35,21.81,31.2
3/17/2008,0,4.09,21.63,25.81
3/18/2008,0,3.33,20.67,25.31
3/19/2008,0,4.22,19.56,27.62
3/20/2008,0,3.5,19.77,28.39
3/21/2008,0,4.34,17.21,25.32
3/22/2008,0.7,1.21,18.95,24.75
3/23/2008,0.01,2.75,20.01,26.66
3/24/2008,0,1.93,15.3,22.9
3/25/2008,0,5.35,10.45,21.7
3/26/2008,0,4.43,13.28,23.93
3/27/2008,0,4.69,16.19,25.92
3/28/2008,0,5.5,17.88,28.46
3/29/2008,0,5.29,18.72,28.01
3/30/2008,0,4.95,19.13,28.62
3/31/2008,0,4.99,21.1,27.76
4/1/2008,0,3.7,21.68,29.04
4/2/2008,1.15,3.08,20.68,28.4
4/3/2008,0.15,5.35,22.02,28.96
4/4/2008,0,3.85,21.96,28.49
4/5/2008,0,5.08,22.19,29.81
4/6/2008,1.35,3.81,18.91,29.27
4/7/2008,1.77,4.69,19.1,28.49
4/8/2008,0,2,21.41,26.27
4/9/2008,0,5.18,20.84,28.6
4/10/2008,0,5.36,20.27,28.54
4/11/2008,0,3.72,21.13,29.23
4/12/2008,0,4.67,22.44,29.96
4/13/2008,0.12,5.18,20.22,29.54
4/14/2008,0,5.36,17.1,24.28
4/15/2008,0,5.64,12.68,18.41
4/16/2008,0,5.4,12.37,23.81
4/17/2008,0,5.38,13.38,25.26
4/18/2008,0,4.82,18,26.02
4/19/2008,0,5.14,18.48,27.51
4/20/2008,0,4.82,19.63,28.62
4/21/2008,0,4.35,19.74,27.34
4/22/2008,0,5.85,17,29.04
4/23/2008,0,5.76,18.44,27.81
4/24/2008,0,5.53,19.16,28.1
4/25/2008,0,5.2,20.17,27.63
4/26/2008,0,5.44,19.17,27.82
4/27/2008,0,5.21,20.66,28.08
4/28/2008,0,4.17,21.37,29.11
4/29/2008,0.01,3.01,21.83,28.18
4/30/2008,0,5.51,20.24,28.2
5/1/2008,0,5.91,18.69,26.66
5/2/2008,0,5.35,19.89,27.15
5/3/2008,0,4.97,20.1,28.57
5/4/2008,0,5.42,21.02,30.4
5/5/2008,0,4.97,21.99,30.93
5/6/2008,0,5.96,19.26,30.57
5/7/2008,0,5.72,20.35,30.52
5/8/2008,0,4.54,22.2,29.7
5/9/2008,0,5.27,23.05,31.22
5/10/2008,0,5.57,22.97,32.71
5/11/2008,0,5.1,23.72,31.35
5/12/2008,0,5.14,21.38,30.71
5/13/2008,0,6.02,17.39,30.67
5/14/2008,0,5.74,20.1,27.48
5/15/2008,0,5.46,20.08,29.1
5/16/2008,0,5.59,20.74,31.22
5/17/2008,0,5.78,21.45,31.13
5/18/2008,0,5.7,21.65,31.11
5/19/2008,0,5.1,23.2,31.59
5/20/2008,0,5.5,23.67,31.36
5/21/2008,0,5.64,23.64,30.97
5/22/2008,0.26,4.09,23.65,32
5/23/2008,1.78,3.63,22.46,33.03
5/24/2008,0,5.05,23.17,32.63
5/25/2008,0,4.84,22.1,31.17
5/26/2008,0,5.64,19.44,28.42
5/27/2008,0,4.71,19.35,29.17
5/28/2008,0,3.91,21.34,30.06
5/29/2008,0,5.55,21.85,31.17
5/30/2008,0.03,2.99,23.62,29.59
5/31/2008,0,5.18,23.33,31.93
6/1/2008,0,4.65,23.62,32.44
6/2/2008,0.03,3.74,23.5,31.89
6/3/2008,0,4.62,23.36,32.84
6/4/2008,0,5.29,22.61,32.96
6/5/2008,0,5.89,24.08,32.6
6/6/2008,0,5.79,24.65,32.38
6/7/2008,0,5.57,23.51,31.71
6/8/2008,0,5.57,22.68,31.98
6/9/2008,0.06,2.58,22.54,30.77
6/10/2008,0.35,4.71,21.48,32.6
6/11/2008,0,4.21,22.91,30.98
6/12/2008,0.21,3.1,22.34,29.99
6/13/2008,0,3.89,21.57,30.77
6/14/2008,0.23,2.77,22.23,29.96
6/15/2008,0,4.5,21.95,31.52
6/16/2008,0.11,3.48,22.82,30.82
6/17/2008,0,4.95,24.02,31.92
6/18/2008,2.97,1.36,21.62,29.14
6/19/2008,1.18,3.4,21.85,30
6/20/2008,0.27,3.14,23.65,30.03
6/21/2008,2.23,3.72,23.07,32.65
6/22/2008,0.52,3.87,23.99,32.1
6/23/2008,0.71,4.95,22.72,33.47
6/24/2008,0.06,4.54,23.83,33.01
6/25/2008,0.22,3.7,24.76,32.45
6/26/2008,0.09,2.65,24.47,31.3
6/27/2008,0,5.08,25.56,32.93
6/28/2008,0,4.93,25.96,33.24
6/29/2008,0,4.97,25.77,32.77
6/30/2008,0.06,4.15,24.68,32.96
7/1/2008,0.04,3.51,22.97,32.01
7/2/2008,0.01,2.8,23.41,29.59
7/3/2008,0.05,2.99,23.72,31.54
7/4/2008,1.21,4.07,21.47,32.93
7/5/2008,0.01,3.53,23.89,31.67
7/6/2008,0.86,3.51,24.12,30.69
7/7/2008,0.23,5.23,21.5,32.66
7/8/2008,0,5.12,22.75,32.41
7/9/2008,0,4.65,25.9,32.55
7/10/2008,0,4.69,25.7,32.71
7/11/2008,1.1,4.99,24.74,33.12
7/12/2008,0.06,3.98,23.4,31.91
7/13/2008,0,2.54,23.35,28.25
7/14/2008,0.3,2.99,24.03,28.53
7/15/2008,1.13,0.97,22.39,27.07
7/16/2008,0.19,2.58,23.39,28.63
7/17/2008,0.01,4.65,23.82,33.05
7/18/2008,0.01,3.81,25.99,33.09
7/19/2008,0,4.77,25.48,33.28
7/20/2008,0,5.21,26.02,33.39
7/21/2008,0,5.07,26.31,33.57
7/22/2008,0.17,4.93,23.8,32.98
7/23/2008,0.32,4.28,23.66,31.36
7/24/2008,0.53,4.58,23.18,32.04
7/25/2008,0.1,2.95,24.26,31.71
7/26/2008,0,4.06,25.46,32.24
7/27/2008,0.17,4.82,24.9,31.47
7/28/2008,0.41,2.71,25.38,31.37
7/29/2008,0.1,3.83,25.58,31.57
7/30/2008,1.02,3.91,24.15,32.8
7/31/2008,0,4.67,25.69,33.33
8/1/2008,0,4.71,26.44,33.17
8/2/2008,0,4.24,26.31,33.08
8/3/2008,0.19,3.68,23.88,32.02
8/4/2008,0.28,3.03,23.61,31.9
